DRUG_CODE,ACTIVE_INGREDIENT_CODE,INGREDIENT,INGREDIENT_SUPPLIED_IND,STRENGTH,STRENGTH_UNIT,STRENGTH_TYPE,DOSAGE_VALUE,BASE,DOSAGE_UNIT,NOTES,INGREDIENT_F,STRENGTH_UNIT_F,STRENGTH_TYPE_F,DOSAGE_UNIT_F
"101795","13326","PEMETREXED (PEMETREXED DISODIUM)","I","1000","MG","","","N","VIAL","AS PEMETREXED DISODIUM HEMIPENTAHYDRATE","Pémétrexed (Pémétrexed disodique)","MG","","Fiole"
"101796","11461","IRINOTECAN HYDROCHLORIDE","I","40","MG","","2","N","ML","TRIHYDRATE","Chlorhydrate d'irinotécan","MG","","ML"
"101798","11461","IRINOTECAN HYDROCHLORIDE","I","300","MG","","15","N","ML","TRIHYDRATE","Chlorhydrate d'irinotécan","MG","","ML"
"101799","11461","IRINOTECAN HYDROCHLORIDE","I","100","MG","","5","N","ML","TRIHYDRATE","Chlorhydrate d'irinotécan","MG","","ML"
"101800","41","MEROPENEM (MEROPENEM TRIHYDRATE)","I","500","MG","","","N","VIAL","","Méropénem (Méropénem Trihydraté)","MG","","Fiole"
"101801","41","MEROPENEM (MEROPENEM TRIHYDRATE)","I","1","G","","","N","VIAL","","Méropénem (Méropénem Trihydraté)","G","","Fiole"
"101802","11086","PANTOPRAZOLE (PANTOPRAZOLE SODIUM SESQUIHYDRATE)","I","40","MG","","","N","VIAL","","Pantoprazole (Pantoprazole sodique sesquihydrate)","MG","","Fiole"
"101806","20565","DEXMEDETOMIDINE (DEXMEDETOMIDINE HYDROCHLORIDE)","I","100","MCG","","","N","ML","","Dexmédétomidine (Chlorhydrate de dexmédétomidine)","MCG","","ML"
"101807","8881","ISOPROPYL ALCOHOL","I","62.7","%","","","N","W/W","","Alcool isopropylique","%","","p/p"
"101809","1755","CARBOPLATIN","I","10","MG","","","N","ML","","Carboplatine","MG","","ML"
"101833","539","SODIUM HYPOCHLORITE","I","1.45","%","","","N","W/W","","Hypochlorite de sodium","%","","p/p"
"101846","6850","BENZOYL PEROXIDE","I","2.5","%","","","N","W/W","","Peroxyde de benzoyle","%","","p/p"
"101848","6850","BENZOYL PEROXIDE","I","5","%","","","N","W/W","","Peroxyde de benzoyle","%","","p/p"
"101849","6850","BENZOYL PEROXIDE","I","5","%","","","N","W/W","","Peroxyde de benzoyle","%","","p/p"
"101852","11188","MIDAZOLAM","I","1","MG","","","N","ML","","Midazolam","MG","","ML"
"101853","11188","MIDAZOLAM","I","5","MG","","","N","ML","","Midazolam","MG","","ML"
"101854","196","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","I","0.1","%","","","N","W/W","","Chlorure d'alkyl diméthyl éthylbenzyl ammonium","%","","p/p"
"101854","197","BENZALKONIUM CHLORIDE","I","0.1","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"101855","196","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","I","0.15","%","","","N","W/W","","Chlorure d'alkyl diméthyl éthylbenzyl ammonium","%","","p/p"
"101855","197","BENZALKONIUM CHLORIDE","I","0.15","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"101861","13353","ALENDRONIC ACID (ALENDRONATE SODIUM)","I","10","MG","","","N","","","Acide alendronique (Alendronate sodique)","MG","",""
"101862","13353","ALENDRONIC ACID (ALENDRONATE SODIUM)","I","5","MG","","","N","","","Acide alendronique (Alendronate sodique)","MG","",""
"101863","732","PACLITAXEL","I","6","MG","","","N","ML","","Paclitaxel","MG","","ML"
"101870","1403","LINEAR DODECYL BENZENE SULFONIC ACID","I","12.8","%","","","N","W/W","","Acide dodécyl benzène sulfonique linéaire","%","","p/p"
"101870","6777","L-LACTIC ACID","I","34.1","%","","","N","W/W","","L-Acide lactique","%","","p/p"
"101871","1403","LINEAR DODECYL BENZENE SULFONIC ACID","I","0.0606","%","","","N","W/W","PREFERRED FOR DODECYLBENZENESULFONIC ACID","Acide dodécyl benzène sulfonique linéaire","%","","p/p"
"101871","6777","L-LACTIC ACID","I","0.161","%","","","N","W/W","L-LACTIC ACID 88%","L-Acide lactique","%","","p/p"
"101876","1403","LINEAR DODECYL BENZENE SULFONIC ACID","I","0.0606","%","","","N","W/W","","Acide dodécyl benzène sulfonique linéaire","%","","p/p"
"101876","6777","L-LACTIC ACID","I","0.161","%","","","N","W/W","","L-Acide lactique","%","","p/p"
"101890","22582","SECUKINUMAB","I","300","MG","","2","N","ML","","Secukinumab","MG","","ML"
"101891","22582","SECUKINUMAB","I","300","MG","","2","N","ML","","Secukinumab","MG","","ML"
"101897","196","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","I","0.105","%","","","N","W/W","","Chlorure d'alkyl diméthyl éthylbenzyl ammonium","%","","p/p"
"101897","197","BENZALKONIUM CHLORIDE","I","0.105","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"101898","196","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","I","0.25","%","","","N","W/W","","Chlorure d'alkyl diméthyl éthylbenzyl ammonium","%","","p/p"
"101898","197","BENZALKONIUM CHLORIDE","I","0.25","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"101898","8881","ISOPROPYL ALCOHOL","I","55","%","","","N","W/W","","Alcool isopropylique","%","","p/p"
"101901","12049","OCTINOXATE","I","7.5","%","","","N","W/W","","Octinoxate","%","","p/p"
"101901","33","OXYBENZONE","I","3","%","","","N","W/W","","Oxybenzone","%","","p/p"
"101901","755","AVOBENZONE","I","2","%","","","N","W/W","","Avobenzone","%","","p/p"
"101906","55","SODIUM CHLORIDE","I","0.9","%","","","N","","","Chlorure de sodium","%","",""
"101908","8937","EPHEDRINE SULFATE","I","50","MG","","","N","ML","","Sulfate d'éphédrine","MG","","ML"
"101916","270","ACETAMINOPHEN","I","160","MG","","","N","","","Acétaminophène","MG","",""
"101917","11366","ATORVASTATIN (ATORVASTATIN CALCIUM)","I","10","MG","","","N","","","Atorvastatine (Atorvastatine calcique)","MG","",""
"101918","11366","ATORVASTATIN (ATORVASTATIN CALCIUM)","I","20","MG","","","N","","","Atorvastatine (Atorvastatine calcique)","MG","",""
"101919","11366","ATORVASTATIN (ATORVASTATIN CALCIUM)","I","40","MG","","","N","","","Atorvastatine (Atorvastatine calcique)","MG","",""
"101920","11366","ATORVASTATIN (ATORVASTATIN CALCIUM)","I","80","MG","","","N","","","Atorvastatine (Atorvastatine calcique)","MG","",""
"101922","8174","SULFAMETHOXAZOLE","I","80","MG","","","N","ML","","Sulfaméthoxazole","MG","","ML"
"101922","8452","TRIMETHOPRIM","I","16","MG","","","N","ML","","Triméthoprime","MG","","ML"
"101932","13238","EVEROLIMUS","I","7.5","MG","","","N","","","Évérolimus","MG","",""
"101937","22660","DULAGLUTIDE","I","3","MG","","0.5","N","ML","","Dulaglutide","MG","","ML"
"101938","22660","DULAGLUTIDE","I","4.5","MG","","0.5","N","ML","","Dulaglutide","MG","","ML"
"101941","12048","OCTISALATE","I","4.5","%","","","N","W/W","","Octisalate","%","","p/p"
"101941","1970","HOMOSALATE","I","9","%","","","N","W/W","","Homosalate","%","","p/p"
"101941","2280","OCTOCRYLENE","I","9","%","","","N","W/W","","Octocrilène","%","","p/p"
"101941","755","AVOBENZONE","I","2.7","%","","","N","W/W","","Avobenzone","%","","p/p"
"101947","12032","ETANERCEPT","I","25","MG","","0.5","N","ML","","Étanercept","MG","","ML"
"101950","197","BENZALKONIUM CHLORIDE","I","5.3335","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"101956","20527","DEXMEDETOMIDINE HYDROCHLORIDE","I","0.1","MG","","","N","ML","","Chlorhydrate de dexmédétomidine","MG","","ML"
"101957","10021","CITRIC ACID","I","54.58","%","","","N","W/W","","Acide citrique","%","","p/p"
"101959","7152","CETYLPYRIDINIUM CHLORIDE","I","0.075","%","","","N","W/W","","Chlorure de cétylpyridinium","%","","p/p"
"101963","10225","LIDOCAINE HYDROCHLORIDE","I","1","%","","","N","W/V","","Chlorhydrate de lidocaïne","%","","p/v"
"101964","10225","LIDOCAINE HYDROCHLORIDE","I","2","%","","","N","W/V","","Chlorhydrate de lidocaïne","%","","p/v"
"101966","8450","AMPICILLIN (AMPICILLIN SODIUM)","I","250","MG","","","N","VIAL","","Ampicilline (Ampicilline sodique)","MG","","Fiole"
"101967","9152","DOCUSATE SODIUM","I","100","MG","","","N","","","Docusate sodique","MG","",""
"101968","8450","AMPICILLIN (AMPICILLIN SODIUM)","I","500","MG","","","N","VIAL","","Ampicilline (Ampicilline sodique)","MG","","Fiole"
"101969","8450","AMPICILLIN (AMPICILLIN SODIUM)","I","1","G","","","N","VIAL","","Ampicilline (Ampicilline sodique)","G","","Fiole"
"101970","8450","AMPICILLIN (AMPICILLIN SODIUM)","I","2","G","","","N","VIAL","","Ampicilline (Ampicilline sodique)","G","","Fiole"
"101973","197","BENZALKONIUM CHLORIDE","I","5.3335","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"101974","20146","RANIBIZUMAB","I","100","MG","","","N","ML","","Ranibizumab","MG","","ML"
"101977","55","SODIUM CHLORIDE","I","0.9","%","","","N","","HISTORIC FREEFORM TEXT: SODIUM CHLORIDE","Chlorure de sodium","%","",""
"101979","2203","PERACETIC ACID","I","4.5","%","","","N","W/W","","Acide péracétique","%","","p/p"
"101979","7128","HYDROGEN PEROXIDE","I","22","%","","","N","W/W","","Peroxyde d'hydrogène","%","","p/p"
"101980","13276","FULVESTRANT","I","50","MG","","","N","ML","","Fulvestrant","MG","","ML"
"101982","781","VITAMIN B12","I","1000","MCG","","","N","ML","","Vitamine B12","MCG","","ML"
"101992","5900","METHOTREXATE (METHOTREXATE SODIUM)","I","7.5","MG","","0.15","N","ML","","Méthotrexate (Méthotrexate sodique)","MG","","ML"
"101993","5900","METHOTREXATE (METHOTREXATE SODIUM)","I","10","MG","","0.2","N","ML","","Méthotrexate (Méthotrexate sodique)","MG","","ML"
"101994","5900","METHOTREXATE (METHOTREXATE SODIUM)","I","12.5","MG","","0.25","N","ML","","Méthotrexate (Méthotrexate sodique)","MG","","ML"
"101995","5900","METHOTREXATE (METHOTREXATE SODIUM)","I","15","MG","","0.3","N","ML","","Méthotrexate (Méthotrexate sodique)","MG","","ML"
"101996","5900","METHOTREXATE (METHOTREXATE SODIUM)","I","17.5","MG","","0.35","N","ML","","Méthotrexate (Méthotrexate sodique)","MG","","ML"
"101999","5900","METHOTREXATE (METHOTREXATE SODIUM)","I","20","MG","","0.4","N","ML","","Méthotrexate (Méthotrexate sodique)","MG","","ML"
"102001","5900","METHOTREXATE (METHOTREXATE SODIUM)","I","22.5","MG","","0.45","N","ML","","Méthotrexate (Méthotrexate sodique)","MG","","ML"
"102002","5900","METHOTREXATE (METHOTREXATE SODIUM)","I","25","MG","","0.5","N","ML","","Méthotrexate (Méthotrexate sodique)","MG","","ML"
"102009","10021","CITRIC ACID","I","2.78","%","","","N","W/W","","Acide citrique","%","","p/p"
"102013","470","GABAPENTIN","I","100","MG","","","N","","","Gabapentine","MG","",""
"102014","470","GABAPENTIN","I","300","MG","","","N","","","Gabapentine","MG","",""
"102015","470","GABAPENTIN","I","400","MG","","","N","","","Gabapentine","MG","",""
"102016","1926","DILTIAZEM HYDROCHLORIDE","I","5","MG","","","N","ML","","Chlorhydrate de diltiazem","MG","","ML"
"102017","5927","CYCLOPHOSPHAMIDE","I","500","MG","","","Y","VIAL","","Cyclophosphamide","MG","","Fiole"
"102018","5927","CYCLOPHOSPHAMIDE","I","1000","MG","","","N","VIAL","MONOHYDRATE","Cyclophosphamide","MG","","Fiole"
"102019","5927","CYCLOPHOSPHAMIDE","I","2000","MG","","","N","VIAL","MONOHYDRATE","Cyclophosphamide","MG","","Fiole"
"102020","12033","BUPRENORPHINE (BUPRENORPHINE HYDROCHLORIDE)","I","0.3","MG","","","N","ML","","Buprénorphine (Chlorhydrate de buprénorphine)","MG","","ML"
"102025","197","BENZALKONIUM CHLORIDE","I","2.2","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"102025","2218","OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","I","1.65","%","","","N","W/W","","Chlorure d'octyl décyl diméthyl ammonium","%","","p/p"
"102025","2232","DIOCTYL DIMETHYL AMMONIUM CHLORIDE","I","0.66","%","","","N","W/W","","Chlorure de dioctyl-diméthyl ammonium","%","","p/p"
"102025","2730","DIDECYL DIMETHYL AMMONIUM CHLORIDE","I","0.99","%","","","N","W/W","","Chlorure de didécyl-diméthyl ammonium","%","","p/p"
"102026","197","BENZALKONIUM CHLORIDE","I","2.2","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"102026","2218","OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","I","1.65","%","","","N","W/W","","Chlorure d'octyl décyl diméthyl ammonium","%","","p/p"
"102026","2232","DIOCTYL DIMETHYL AMMONIUM CHLORIDE","I","0.66","%","","","N","W/W","","Chlorure de dioctyl-diméthyl ammonium","%","","p/p"
"102026","2730","DIDECYL DIMETHYL AMMONIUM CHLORIDE","I","0.99","%","","","N","W/W","","Chlorure de didécyl-diméthyl ammonium","%","","p/p"
"102029","8541","VANCOMYCIN (VANCOMYCIN HYDROCHLORIDE)","I","5","G","","","N","VIAL","","Vancomycine (Chlorhydrate de vancomycine)","G","","Fiole"
"102030","8541","VANCOMYCIN (VANCOMYCIN HYDROCHLORIDE)","I","10","G","","","N","VIAL","","Vancomycine (Chlorhydrate de vancomycine)","G","","Fiole"
"102031","55","SODIUM CHLORIDE","I","9","G","","","N","L","","Chlorure de sodium","G","","L"
"102032","1074","SODIUM LACTATE","I","3.1","G","","","N","L","","Lactate de sodium","G","","L"
"102032","51","CALCIUM CHLORIDE","I","0.2","G","","","N","L","","Chlorure de calcium","G","","L"
"102032","53","POTASSIUM CHLORIDE","I","0.3","G","","","N","L","","Chlorure de potassium","G","","L"
"102032","55","SODIUM CHLORIDE","I","6","G","","","N","L","","Chlorure de sodium","G","","L"
"102034","1988","TRANEXAMIC ACID","I","100","MG","","","N","ML","","Acide tranexamique","MG","","ML"
"102035","1988","TRANEXAMIC ACID","I","100","MG","","","N","ML","","Acide tranexamique","MG","","ML"
"102036","1988","TRANEXAMIC ACID","I","100","MG","","","N","ML","","Acide tranexamique","MG","","ML"
"102038","1950","ACYCLOVIR (ACYCLOVIR SODIUM)","I","50","MG","","","N","ML","","Acyclovir (Acyclovir sodique)","MG","","ML"
"102043","20022","DEFERASIROX","I","90","MG","","","N","","","Déférasirox","MG","",""
"102044","196","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","I","0.14","%","","","N","W/W","","Chlorure d'alkyl diméthyl éthylbenzyl ammonium","%","","p/p"
"102044","197","BENZALKONIUM CHLORIDE","I","0.14","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"102045","20022","DEFERASIROX","I","180","MG","","","N","","","Déférasirox","MG","",""
"102046","20022","DEFERASIROX","I","360","MG","","","N","","","Déférasirox","MG","",""
"102052","167","TACROLIMUS","I","0.1","%","","","N","W/W","","Tacrolimus","%","","p/p"
"102053","167","TACROLIMUS","I","0.03","%","","","N","W/W","","Tacrolimus","%","","p/p"
"102056","424","AZITHROMYCIN (AZITHROMYCIN MONOHYDRATE)","I","500","MG","","","N","VIAL","","Azithromycine (Monohydrate d'azithromycine)","MG","","Fiole"
"102058","17056","ONABOTULINUMTOXINA","I","50","UNIT","","","N","VIAL","","OnabotulinumtoxineA","Unité","","Fiole"
"102066","197","BENZALKONIUM CHLORIDE","I","0.39","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"102079","783","BENZETHONIUM CHLORIDE","I","0.13","%","","","N","W/W","","Chlorure de benzéthonium","%","","p/p"
"102080","783","BENZETHONIUM CHLORIDE","I","0.13","%","","","N","W/W","","Chlorure de benzéthonium","%","","p/p"
"102084","20120","HYPOCHLOROUS ACID","I","0.0338","%","","","N","W/W","","Acide hypochloreux","%","","p/p"
"102097","13366","MEMANTINE HYDROCHLORIDE","I","10","MG","","","N","","","Chlorhydrate de mémantine","MG","",""
"102106","662","PYRITHIONE ZINC","I","1","%","","","N","W/W","","Pyrithione zincique","%","","p/p"
"102107","662","PYRITHIONE ZINC","I","1","%","","","N","W/W","","Pyrithione zincique","%","","p/p"
"102113","196","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","I","0.25","%","","","N","W/W","","Chlorure d'alkyl diméthyl éthylbenzyl ammonium","%","","p/p"
"102113","197","BENZALKONIUM CHLORIDE","I","0.25","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"102114","13107","LEVETIRACETAM","I","1000","MG","","","N","","","Lévétiracétam","MG","",""
"102115","20554","AZACITIDINE","I","100","MG","","","N","VIAL","","Azacitidine","MG","","Fiole"
"102120","20139","OXALIPLATIN","I","5","MG","","","N","ML","","Oxaliplatine","MG","","ML"
"102128","19249","SUNITINIB (SUNITINIB MALATE)","I","37.5","MG","","","N","","","Sunitinib (Malate de sunitinib)","MG","",""
"102137","12049","OCTINOXATE","I","5","%","","","N","W/W","","Octinoxate","%","","p/p"
"102137","727","TITANIUM DIOXIDE","I","3.1","%","","","N","W/W","","Dioxyde de titane","%","","p/p"
"102137","7289","ZINC OXIDE","I","2.2","%","","","N","W/W","","Oxyde de zinc","%","","p/p"
"102142","11323","SUMATRIPTAN (SUMATRIPTAN SUCCINATE)","I","6","MG","","0.5","N","ML","","Sumatriptan (Succinate de sumatriptan)","MG","","ML"
"102144","13238","EVEROLIMUS","I","2.5","MG","","","N","","","Évérolimus","MG","",""
"102145","13238","EVEROLIMUS","I","5","MG","","","N","","","Évérolimus","MG","",""
"102146","13238","EVEROLIMUS","I","7.5","MG","","","N","","","Évérolimus","MG","",""
"102147","13238","EVEROLIMUS","I","10","MG","","","N","","","Évérolimus","MG","",""
"102154","11764","MELOXICAM","I","1","MG","","","N","","","Méloxicam","MG","",""
"102155","11764","MELOXICAM","I","2.5","MG","","","N","","","Méloxicam","MG","",""
"102162","23800","EBOLA ZAÏRE VACCINE (rVSV [DELTA] G-ZEBOV-GP, LIVE)","I","72000000","PFU","","","N","ML"," ¿72 MILLION PFU/ML","Vaccin contre le virus Ebola Zaïre (rVSV [Delta] G-ZEBOV-GP, vivant)","UFP","","ML"
"102166","10147","METFORMIN HYDROCHLORIDE","I","500","MG","","","N","","","Chlorhydrate de metformine","MG","",""
"102166","20179","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE)","I","50","MG","","","N","","","Sitagliptine (Phosphate de sitagliptine monohydraté)","MG","",""
"102167","10147","METFORMIN HYDROCHLORIDE","I","1000","MG","","","N","","","Chlorhydrate de metformine","MG","",""
"102167","20179","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE)","I","50","MG","","","N","","","Sitagliptine (Phosphate de sitagliptine monohydraté)","MG","",""
"102169","6404","BISMUTH SUBSALICYLATE","I","262","MG","","","N","","","Subsalicylate de bismuth","MG","",""
"102175","118","MYCOPHENOLATE MOFETIL","I","200","MG","","","N","ML","","Mofétilmycophénolate","MG","","ML"
"102176","5325","LEVOTHYROXINE SODIUM","I","0.1","MG","","","N","","","Lévothyroxine sodique","MG","",""
"102177","5325","LEVOTHYROXINE SODIUM","I","0.2","MG","","","N","","","Lévothyroxine sodique","MG","",""
"102178","5325","LEVOTHYROXINE SODIUM","I","0.3","MG","","","N","","","Lévothyroxine sodique","MG","",""
"102179","5325","LEVOTHYROXINE SODIUM","I","0.4","MG","","","N","","","Lévothyroxine sodique","MG","",""
"102180","5325","LEVOTHYROXINE SODIUM","I","0.5","MG","","","N","","","Lévothyroxine sodique","MG","",""
"102181","5325","LEVOTHYROXINE SODIUM","I","0.6","MG","","","N","","","Lévothyroxine sodique","MG","",""
"102182","5325","LEVOTHYROXINE SODIUM","I","0.7","MG","","","N","","","Lévothyroxine sodique","MG","",""
"102183","5325","LEVOTHYROXINE SODIUM","I","0.8","MG","","","N","","","Lévothyroxine sodique","MG","",""
"102184","5325","LEVOTHYROXINE SODIUM","I","1","MG","","","N","","","Lévothyroxine sodique","MG","",""
"102185","19933","TULATHROMYCIN","I","100","MG","","","N","ML","","Tulathromycine","MG","","ML"
"102188","19249","SUNITINIB","I","37.5","MG","","","N","","","Sunitinib","MG","",""
"102190","23805","TIRZEPATIDE","I","2.5","MG","","0.5","N","ML","","Tirzepatide","MG","","ML"
"102191","23805","TIRZEPATIDE","I","5","MG","","0.5","N","ML","","Tirzepatide","MG","","ML"
"102192","23805","TIRZEPATIDE","I","7.5","MG","","0.5","N","ML","","Tirzepatide","MG","","ML"
"102193","23805","TIRZEPATIDE","I","10","MG","","0.5","N","ML","","Tirzepatide","MG","","ML"
"102194","23805","TIRZEPATIDE","I","12.5","MG","","0.5","N","ML","","Tirzepatide","MG","","ML"
"102195","23805","TIRZEPATIDE","I","15","MG","","0.5","N","ML","","Tirzepatide","MG","","ML"
"102196","331","ZINC (ZINC SULFATE)","I","1","MG","","","N","ML","","Zinc (Sulfate de zinc)","MG","","ML"
"102199","8541","VANCOMYCIN (VANCOMYCIN HYDROCHLORIDE)","I","500","MG","","","N","VIAL","","Vancomycine (Chlorhydrate de vancomycine)","MG","","Fiole"
"102202","8541","VANCOMYCIN (VANCOMYCIN HYDROCHLORIDE)","I","1","G","","","N","VIAL","","Vancomycine (Chlorhydrate de vancomycine)","G","","Fiole"
"102203","8541","VANCOMYCIN (VANCOMYCIN HYDROCHLORIDE)","I","5","G","","","N","VIAL","","Vancomycine (Chlorhydrate de vancomycine)","G","","Fiole"
"102204","1241","KETOROLAC TROMETHAMINE","I","30","MG","","","N","ML","","Kétorolac trométhamine","MG","","ML"
