DRUG_CODE,PRODUCT_CATEGORIZATION,CLASS,DRUG_IDENTIFICATION_NUMBER,BRAND_NAME,DESCRIPTOR,PEDIATRIC_FLAG,ACCESSION_NUMBER,NUMBER_OF_AIS,LAST_UPDATE_DATE,AI_GROUP_NO,CLASS_F,BRAND_NAME_F,DESCRIPTOR_F
"91100","","Veterinary","02426404","SUCROMATE EQUINE","","N","","1","30-JAN-2024","0127552002","Vétérinaire","",""
"89211","","Human","02407426","MINT-ESCITALOPRAM","","N","","1","20-JAN-2015","0150435003","Humain","",""
"95275","","Human","02464624","SODIUM CHLORIDE INJECTION USP","","N","","1","23-JAN-2024","0100053002","Humain","",""
"84080","","Human","02355582","IPG-AMLODIPINE","","N","","1","23-JAN-2024","0131437003","Humain","",""
"84771","","Human","02362716","TECCARE PROTECT","","N","","1","30-MAR-2011","0104993004","Humain","",""
"90317","","Human","02418606","LUPIN-CELECOXIB","","N","","1","27-NOV-2014","0137043001","Humain","",""
"91558","","Disinfectant","02431149","OXIVIR PLUS RTU","","N","","1","22-DEC-2014","0106899010","Désinfectant","",""
"95829","","Veterinary","02469499","VETMEDIN 2.5 MG CHEWABLE TABLETS","","N","","1","30-JAN-2024","0149543001","Vétérinaire","VETMEDIN COMPRIMÉS À CROQUER À 2.5 MG",""
"95830","","Veterinary","02469502","VETMEDIN 5 MG CHEWABLE TABLETS","","N","","1","30-JAN-2024","0149543002","Vétérinaire","VETMEDIN COMPRIMÉS À CROQUER À 5 MG",""
"95834","","Disinfectant","02469537","PURELL HEALTHCARE SURFACE DISINFECTANT","SOLUTION","N","","1","26-JAN-2024","0105028016","Désinfectant","",""
"90809","CAT IV - HARD SURFACE DISINFECTANTS","Disinfectant","02423367","NICE-PAK HOUSEHOLD DISINFECTING WIPES","","N","","2","24-JUL-2014","0205019038","Désinfectant","",""
"91245","","Human","02427966","APO-BETAHISTINE","","N","","1","22-JUL-2014","0103555002","Humain","",""
"91246","","Human","02427974","APO-BETAHISTINE","","N","","1","22-JUL-2014","0103555003","Humain","",""
"91247","","Human","02427982","APO-BETAHISTINE","","N","","1","22-JUL-2014","0103555004","Humain","",""
"91248","CAT IV - HARD SURFACE DISINFECTANTS","Disinfectant","02427990","ALKAGEL","","N","","1","13-JAN-2015","0106897012","Désinfectant","",""
"84445","","Human","02359421","VITAROS","","N","","1","29-APR-2015","0115288014","Humain","",""
"87632","CAT IV - ANTIDANDRUFF PRODUCTS","Human","02390930","EVERYDAY CLEAN 2 IN 1 DANDRUFF SHAMPOO PLUS CONDITIONER","","N","","1","29-JAN-2015","0108628001","Humain","",""
"92124","","Human","02436922","VIVASCON EXTRA STRENGTH","","N","","1","03-FEB-2015","0131347001","Humain","",""
"92125","","Human","02436930","SEDAMO","","N","","1","03-FEB-2015","0102639002","Humain","",""
"92126","","Human","02436949","IBUPROFEN DAYTIME, IBUPROFEN NIGHTTIME","LIQUID CAPSULES (DAYTIME) AND SOFT GELATIN CAPSULES (NIGHTTIME)","N","","3","23-FEB-2015","0354570001","Humain","",""
"92610","","Human","02441705","AMPICILLIN FOR INJECTION, USP","","N","","1","17-JUN-2015","0105872002","Humain","",""
"89985","","Human","02415232","PANTOPRAZOLE","","N","","1","30-JAN-2024","0133229002","Humain","",""
"91257","LS - TOPICAL - ANAESTHETIC/ANALGESIC/ANTIPRURITIC","Human","02428083","BURN RELIEF CREAM","","N","","3","10-NOV-2016","0355912001","Humain","",""
"91258","LS - TOPICAL - ANAESTHETIC/ANALGESIC/ANTIPRURITIC","Human","02428091","ITCH RELIEF CREAM","","N","","3","22-JUL-2014","0355912002","Humain","",""
"91259","LS - TOPICAL - ANAESTHETIC/ANALGESIC/ANTIPRURITIC","Human","02428105","SUN BURN RELIEF CREAM","","N","","3","22-JUL-2014","0355912003","Humain","",""
"90205","","Human","02417421","MINT-PANTOPRAZOLE","","N","","1","17-JUL-2019","0133229002","Humain","",""
"90210","","Human","02417553","MAR-PREGABALIN","","N","","1","15-DEC-2023","0151121004","Humain","",""
"90212","","Human","02417588","MAR-PREGABALIN","","N","","1","15-DEC-2023","0151121006","Humain","",""
"90213","","Human","02417596","MAR-PREGABALIN","","N","","1","15-DEC-2023","0151121007","Humain","",""
"90214","","Human","02417618","MAR-PREGABALIN","","N","","1","15-DEC-2023","0151121008","Humain","",""
"92611","","Human","02441713","AMPICILLIN FOR INJECTION, USP","","N","","1","17-JUN-2015","0105872001","Humain","",""
"92612","","Human","02441721","AMPICILLIN FOR INJECTION, USP","","N","","1","17-JUN-2015","0105872011","Humain","",""
"92613","","Human","02441748","AMPICILLIN FOR INJECTION, USP","","N","","1","17-JUN-2015","0105872012","Humain","",""
"92614","","Human","02441756","AMPICILLIN FOR INJECTION, USP","","N","","1","17-JUN-2015","0105872013","Humain","",""
"91304","","Human","02428628","ACT TADALAFIL","ONCE-A-DAY USE","N","","1","29-JAN-2024","0149485003","Humain","",""
"91308","","Human","02428636","ACT TADALAFIL","ONCE-A-DAY USE","N","","1","29-JAN-2024","0149485004","Humain","",""
"91310","","Human","02428652","ACT TADALAFIL","ON-DEMAND DOSING","N","","1","29-JAN-2024","0149485002","Humain","",""
"91691","","Human","02432447","DULOXETINE","","N","","1","20-NOV-2023","0152350002","Humain","",""
"91698","","Human","02432579","CHLORHEXIDINE GLUCONATE 0.12% ORAL RINSE, USP","","N","","1","25-MAY-2015","0107629007","Humain","",""
"92404","","Human","02439646","ZOLPIDEM TARTRATE ODT","","N","","1","27-NOV-2023","0122857001","Humain","",""
"92410","","Human","02439700","IBUPROFEN","","N","","1","26-AUG-2015","0108883002","Humain","IBUPROFÈNE",""
"92411","","Human","02439719","SANDOZ QUETIAPINE XR","","N","","1","23-APR-2024","0131858006","Humain","",""
"95961","","Human","02470616","BUPIVACAINE HEAVY INJECTION BP","SINGLE USE AMPOULE","N","","1","30-JAN-2024","0108896002","Humain","",""
"90819","","Human","02423472","MAR-ESCITALOPRAM","","N","","1","10-DEC-2014","0150435001","Humain","",""
"90821","","Human","02423499","MAR-ESCITALOPRAM","","N","","1","10-DEC-2014","0150435003","Humain","",""
"92880","","Human","02444011","TARO-DILTIAZEM T","","N","","1","10-MAY-2016","0115863009","Humain","TARO-DILTIAZEM T",""
"92882","CAT IV - HARD SURFACE DISINFECTANTS","Disinfectant","02444046","JAVEX DISINFECTING WIPES","","N","","2","19-JAN-2024","0205019037","Désinfectant","",""
"93356","","Human","02447916","LACTULOSE","","N","","1","01-FEB-2024","0113020001","Humain","",""
"84740","","Human","02362392","COLD + SINUS DAYTIME","CAPLET","N","","2","18-FEB-2011","0222394001","Humain","",""
"84742","","Human","02362414","PMS-RISEDRONATE PLUS CALCIUM","","N","","2","01-MAR-2011","0251633001","Humain","",""
"86997","","Disinfectant","02384221","CLOROX DISINFECTING WIPES PLUS BLEACH","","N","","1","05-JUN-2012","0106897003","Désinfectant","",""
"87005","","Human","02384310","IBUPROFEN + PSEUDOEPHEDRINE CAPLETS","","N","","2","05-FEB-2024","0222394001","Humain","CAPLETS D'IBUPROFÈNE + PSEUDOÉPHÉDRINE",""
"91568","","Veterinary","02431262","VETROPOLYCIN","","N","","3","27-MAR-2023","0331380003","Vétérinaire","",""
"91569","","Veterinary","02431270","VETROPOLYCIN HC","","N","","4","27-MAR-2023","0405635003","Vétérinaire","",""
"91573","","Human","02431319","PANTOPRAZOLE","","N","","1","30-JUL-2021","0133229002","Humain","",""
"83274","","Human","02347350","APO-PRAMIPEXOLE","","N","","1","15-APR-2010","0152169006","Humain","",""
"103228","","Human","02543850","TEMBEXA","","N","","1","22-MAR-2024","0165482002","Humain","",""
"103234","","Human","02543915","NOYADA","","N","","1","18-DEC-2023","0114954007","Humain","",""
"103260","","Veterinary","02544075","UDDERDINE 55","","N","","1","21-DEC-2023","0103970015","Vétérinaire","",""
"92877","","Human","02443988","TARO-DILTIAZEM T","","N","","1","10-MAY-2016","0115863007","Humain","TARO-DILTIAZEM T",""
"92874","","Human","02443953","SUMATRIPTAN INJECTION, USP","SINGLE-DOSE PREFILLED SYRINGE","N","","1","29-JAN-2024","0123238006","Humain","SUMATRIPTAN INJECTABLE, USP","SERINGUE PRÉ-REMPLIE À USAGE UNIQUE"
"92876","","Human","02443961","TARO-DILTIAZEM T","","N","","1","10-MAY-2016","0115863004","Humain","TARO-DILTIAZEM T",""
"92878","","Human","02443996","TARO-DILTIAZEM T","","N","","1","10-MAY-2016","0115863006","Humain","TARO-DILTIAZEM T",""
"92879","","Human","02444003","TARO-DILTIAZEM T","","N","","1","10-MAY-2016","0115863008","Humain","TARO-DILTIAZEM T",""
"82545","","Disinfectant","02339889","PARACIDE","","N","","2","07-SEP-2017","0205019002","Désinfectant","",""
"91267","","Disinfectant","02428199","FREEBAC-PROMAX DISINFECTANT","","N","","1","22-JUL-2019","0106899004","Désinfectant","",""
"92615","","Veterinary","02441764","DOUXO CHLORHEXIDINE PADS 2%","","N","","1","11-AUG-2015","0131368003","Vétérinaire","",""
"92617","","Veterinary","02441772","DOUXO CHLORHEXIDINE MICROEMULSION 2%","","N","","1","11-AUG-2015","0131368003","Vétérinaire","",""
"92618","","Veterinary","02441780","DOUXO CHLORHEXIDINE PADS 3%","","N","","1","11-AUG-2015","0131368004","Vétérinaire","",""
"92619","","Veterinary","02441799","DOUXO CHLORHEXIDINE SHAMPOO 3%","","N","","1","11-AUG-2015","0131368004","Vétérinaire","",""
"92620","","Veterinary","02441802","DOUXO CHLORHEXIDINE MICROEMULSION 3%","","N","","1","11-AUG-2015","0131368004","Vétérinaire","",""
"92622","","Human","02441837","BENZAC ACNE CLEARING CLEANSER","","N","","1","17-JUN-2015","0107205004","Humain","",""
"80848","","Disinfectant","02322994","NUGEN DISINFECTANT WIPES","","N","","4","18-JAN-2024","0414758057","Désinfectant","",""
"90162","","Veterinary","02416980","DOUXO CHLORHEXIDINE SHAMPOO 2%","","N","","1","12-AUG-2015","0131368003","Vétérinaire","",""
"90177","","Human","02417146","NIASTASE RT","KIT INCLUDES 1 PREFILLED SYRINGE WITH SOLVENT, 1 PLUNGER ROD & 1 VIAL ADAPTER","N","","1","10-NOV-2023","0136061006","Humain","",""
"91274","","Human","02428261","APO-SITAGLIPTIN","","N","","1","24-OCT-2022","0152414002","Humain","",""
"90622","","Human","02421577","NAT-RIZATRIPTAN","","N","","1","24-MAR-2014","0137841002","Humain","",""
"91275","","Human","02428288","APO-SITAGLIPTIN","","N","","1","24-OCT-2022","0152414003","Humain","",""
"91276","","Human","02428296","APO-SITAGLIPTIN","","N","","1","24-OCT-2022","0152414001","Humain","",""
"92154","","Disinfectant","02437244","JAVEX DISINFECTANT CLEANER WITH BLEACH","","N","","1","10-FEB-2015","0106897017","Désinfectant","",""
"91938","","Disinfectant","02435098","PREVENTION BIOFILM","","N","","1","27-MAY-2015","0106899011","Désinfectant","",""
"91944","","Veterinary","02435160","MAXIMEC","POUR-ON FOR CATTLE","N","","1","19-DEC-2014","0124785009","Vétérinaire","",""
"95563","","Human","02467240","DOXORUBICIN HYDROCHLORIDE FOR INJECTION USP","SINGLE-USE VIAL","N","","1","31-JAN-2024","0110825003","Humain","",""
"90556","","Human","02420961","ZOLEDRONIC ACID FOR INJECTION CONCENTRATE","SINGLE DOSE VIAL","N","","1","12-JAN-2024","0141761002","Humain","ACIDE ZOLÉDRONIQUE POUR INJECTION CONCENTRÉ",""
"85516","","Human","02370131","NIGHTTIME BODY PAIN","","N","","2","21-JUL-2011","0212017002","Humain","",""
"95510","LS - CYPROHEPTADINE","Human","02466740","EURO-CYPROHEPTADINE 4 MG/TABLET","","N","","1","30-OCT-2023","0102134002","Humain","",""
"91956","","Human","02435292","ATORVASTATIN","","N","","1","05-JUL-2016","0133055001","Humain","",""
"91957","","Human","02435306","ATORVASTATIN","","N","","1","05-JUL-2016","0133055002","Humain","",""
"91958","","Human","02435314","ATORVASTATIN","","N","","1","05-JUL-2016","0133055003","Humain","",""
"91959","","Human","02435322","ATORVASTATIN","","N","","1","05-JUL-2016","0133055004","Humain","",""
"92437","","Veterinary","02439999","FERROVAC","","N","","1","28-JUN-2024","0108536004","Vétérinaire","",""
"62400","","Disinfectant","02238955","NUGEN S-21F","","N","","4","12-DEC-2023","0414758021","Désinfectant","",""
"91539","","Human","02430967","IPG-PRAVASTATIN","","N","","1","29-JAN-2024","0122563001","Humain","",""
"91541","","Human","02430983","IPG-PRAVASTATIN","","N","","1","29-JAN-2024","0122563003","Humain","",""
"91544","","Human","02430991","IPG-TOPIRAMATE","","N","","1","29-JAN-2024","0132938001","Humain","",""
"95836","","Human","02469553","RAMIPRIL","","N","","1","30-OCT-2023","0122858005","Humain","",""
"91677","","Human","02432331","DULOXETINE","","N","","1","20-NOV-2023","0152350001","Humain","",""
"90621","","Human","02421569","NAT-RIZATRIPTAN","","N","","1","24-MAR-2014","0137841001","Humain","",""
"90801","","Human","02423251","SANDOZ QUETIAPINE XR","","N","","1","23-APR-2024","0131858007","Humain","",""
"91678","","Human","02432293","COUGH & CHEST CONGESTION LIQUID","","N","","1","25-MAY-2015","0103181002","Humain","",""
"91681","","Human","02432323","MAR-CANDESARTAN / HCTZ","","N","","2","06-FEB-2024","0244181002","Humain","",""
"92115","","Disinfectant","02436833","PARKSIDEPRO DISINFECTANT CLEANER RTU","","N","","2","28-JAN-2015","0205019008","Désinfectant","",""
"91279","","Human","02428318","TARO-IMATINIB","","N","","1","29-JAN-2024","0145503002","Humain","",""
"78074","","Human","02295431","ACT CITALOPRAM","","N","","1","11-JUN-2024","0136243004","Humain","",""
"68279","","Human","02244312","TINACTIN ONCE-A-DAY CREAM","","N","","1","25-AUG-2017","0132998001","Humain","",""
"95814","","Human","02469359","BACA RESPICLICK","","N","","1","31-JAN-2024","0108887014","Humain","",""
"92415","","Human","02439751","OXCARBAZEPINE","","N","","1","08-JUN-2015","0140461002","Humain","",""
"92416","","Human","02439778","OXCARBAZEPINE","","N","","1","08-JUN-2015","0140461003","Humain","",""
"92418","","Human","02439786","ACH-RAMIPRIL","","N","","1","05-JUL-2016","0122858001","Humain","",""
"92419","","Human","02439794","ACH-RAMIPRIL","","N","","1","05-JUL-2016","0122858004","Humain","",""
"92420","","Human","02439808","ACH-RAMIPRIL","","N","","1","05-JUL-2016","0122858003","Humain","",""
"92421","","Human","02439816","ACH-RAMIPRIL","","N","","1","05-JUL-2016","0122858002","Humain","",""
"92422","","Human","02439824","ACH-RAMIPRIL","","N","","1","05-JUL-2016","0122858005","Humain","",""
"92423","","Human","02439832","COUGH CONTROL","","N","","2","23-OCT-2015","0200826005","Humain","",""
"91559","","Disinfectant","02431157","OXIVIR PLUS WIPES","","N","","1","22-DEC-2014","0106899010","Désinfectant","",""
"91565","","Human","02431238","EXTRA STRENGTH BODY PAIN NIGHT","","N","","2","17-JAN-2024","0212017002","Humain","",""
"101311","","Human","02524074","TARO-SUNITINIB","","N","","1","24-JAN-2024","0151642004","Humain","",""
"91280","","Human","02428326","TARO-IMATINIB","","N","","1","29-JAN-2024","0145503003","Humain","",""
"95826","","Veterinary","02469464","VETMEDIN 10 MG CHEWABLE TABLETS","","N","","1","30-JAN-2024","0149543004","Vétérinaire","VETMEDIN COMPRIMÉS À CROQUER À 10 MG",""
"95828","","Veterinary","02469480","VETMEDIN 1.25 MG CHEWABLE TABLETS","","N","","1","27-NOV-2023","0149543003","Vétérinaire","VETMEDIN COMPRIMÉS À CROQUER À 1.25 MG",""
"72007","","Human","02247727","PHILLIPS DUAL ACTION","","N","","2","25-AUG-2017","0236761001","Humain","",""
"92862","","Human","02443856","AURO-OLMESARTAN","","N","","1","30-JAN-2024","0152496001","Humain","AURO-OLMÉSARTAN",""
"92861","","Human","02443848","ULTRA SHEER FACE & BODY STICK SPF 60","","N","","5","29-JAN-2016","0544758084","Humain","",""
"50562","","Human","02231255","DOM-TRYPTOPHAN","","N","","1","02-AUG-2018","0111038006","Humain","",""
"94863","","Human","02461137","RESTORAFIBRE CAPLET","","N","","1","22-JAN-2024","0101838007","Humain","",""
"94864","","Human","02461145","RESTORAFIBRE POWDER SUGAR FREE","","N","","1","22-JAN-2024","0101838009","Humain","",""
"65698","","Human","02242027","SUPER EXTRA STRENGTH ASPIRIN BACKACHE","","N","","2","25-AUG-2017","0201273003","Humain","",""
"90696","","Human","02422263","MAR-CLOPIDOGREL","","N","","1","29-DEC-2014","0134440002","Humain","",""
"84066","CAT IV - ANTISEPTIC SKIN CLEANSERS","Human","02355434","ACCLAYM","","N","","1","12-MAR-2013","0104367007","Humain","",""
"91920","","Disinfectant","02434903","MR. CLEAN LIQUID MUSCLE ANTIBACTERIAL MULTIPURPOSE CLEANER","","N","","1","27-MAY-2015","0103537003","Désinfectant","",""
"91921","","Disinfectant","02434911","MR. CLEAN LIQUID MUSCLE ANTIBACTERIAL BATH CLEANER","","N","","1","27-MAY-2015","0103537003","Désinfectant","",""
"91922","","Veterinary","02434938","TETRA 1000","","N","","1","25-JAN-2024","0105499015","Vétérinaire","",""
"87172","","Human","02386135","CIPROFLOXACIN","","N","","1","31-JAN-2018","0123207002","Humain","",""
"91927","","Veterinary","02434989","COPPERCLEAR","","N","","1","28-NOV-2014","0107806003","Vétérinaire","",""
"91930","","Human","02435012","REVERSA CREME CONTOUR DES YEUX FPS30","","N","","4","12-JAN-2015","0423152008","Humain","",""
"92403","","Human","02439638","ZOLPIDEM TARTRATE ODT","","N","","1","30-JAN-2024","0122857002","Humain","",""
"91088","","Human","02426285","ATROPINE SULFATE INJECTION","SINGLE-USE PREFILLED SYRINGE","N","","1","24-JAN-2024","0104748008","Humain","SULFATE D'ATROPINE INJECTABLE","SERINGUE PRÉREMPLIE À USAGE UNIQUE"
"95251","","Human","02464357","INJECTABLE NALOXONE HYDROCHLORIDE","","N","","1","31-JAN-2024","0108981001","Humain","CHLORHYDRATE DE NALOXONE INJECTABLE",""
"95253","CAT IV - HARD SURFACE DISINFECTANTS","Disinfectant","02464373","SP NO RINSE SANITIZER & DISINFECTANT","","N","","2","26-JAN-2024","0205019003","Désinfectant","",""
"94851","CAT IV - SUNBURN PROTECTANTS","Human","02461005","COMPLETE ADVANCED (80 MINUTES) WATER / SWEAT RESISTANT LOTION SPF 50+","","N","","5","29-JAN-2024","0552875006","Humain","COMPLETE ADVANCED (80 MINUTES) LOTION RÉSISTANTE À L'EAU / TRANSPIRATION FPS 50+",""
"94852","CAT IV - SUNBURN PROTECTANTS","Human","02461013","COMPLETE ADVANCED (80 MINUTES) WATER / SWEAT RESISTANT LOTION SPF 30","","N","","5","16-NOV-2023","0552875007","Humain","COMPLETE ADVANCED (80 MINUTES) LOTION RÉSISTANTE À L'EAU / TRANSPIRATION FPS 30",""
"97877","","Human","02488671","TRANDOLAPRIL","","N","","1","25-JAN-2024","0131524001","Humain","",""
"97881","","Disinfectant","02488779","HYPO-CHLOR NEUTRAL 0.25%","SOLUTION","N","","1","26-JAN-2024","0106897029","Désinfectant","",""
"97043","","Human","02479850","APO-SILODOSIN","","N","","1","10-NOV-2023","0152869001","Humain","",""
"97048","","Veterinary","02479915","LIDOCAINE 2% WITH EPINEPHRINE INJECTION","","N","","2","25-JAN-2024","0201284005","Vétérinaire","",""
"97675","","Disinfectant","02486555","STRONGARM MULTISITE DSC","","N","","4","16-JAN-2024","0414758009","Désinfectant","",""
"99201","","Disinfectant","02502437","5-MART","","N","","2","23-JAN-2024","0205019002","Désinfectant","",""
"99204","","Human","02502461","HOT LEMON EXTRA STRENGTH COLD & CONGESTION","","N","","3","22-JAN-2024","0322542001","Humain","BOISSON CHAUDE AU CITRON EXTRA-FORT RHUME ET CONGESTION",""
"99206","","Human","02502488","HOT LEMON COLD & SORE THROAT NIGHT","","N","","4","22-JAN-2024","0411174003","Humain","BOISSON CHAUDE AU CITRON RHUME ET MAL DE GORGE NUIT",""
"99215","","Human","02502666","IDACIO","SINGLE USE VIAL","N","","1","24-JAN-2024","0150364003","Humain","",""
"99233","CAT IV - ANTIDANDRUFF PRODUCTS","Human","02502798","MOISTURIZING SCALP CREAM","","N","","1","22-JAN-2024","0108628012","Humain","CRÈME HYDRATANTE POUR LE CUIR CHEVELU",""
"93275","","Human","02447231","ALLERGENIC EXTRACTS, K-O-R-T GRASS MIXTURE","","N","","4","13-OCT-2015","0457493002","Humain","",""
