DRUG_CODE,ROUTE_OF_ADMINISTRATION_CODE,ROUTE_OF_ADMINISTRATION,ROUTE_OF_ADMINISTRATION_F
"99920","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"99920","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"99920","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"99920","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"99920","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"100139","65","SUBCUTANEOUS","Sous-cutanée"
"100876","104","TOPICAL (HOUSEHOLD)","Topique (Maison)"
"21855","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"21855","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"101100","49","INTRAVENOUS","Intraveineuse"
"101100","65","SUBCUTANEOUS","Sous-cutanée"
"101101","56","ORAL","Orale"
"101102","56","ORAL","Orale"
"101103","56","ORAL","Orale"
"101104","56","ORAL","Orale"
"101105","56","ORAL","Orale"
"101106","56","ORAL","Orale"
"101107","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"98919","56","ORAL","Orale"
"78190","56","ORAL","Orale"
"78978","56","ORAL","Orale"
"82400","56","ORAL","Orale"
"79299","56","ORAL","Orale"
"80989","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"80989","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"80989","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"80992","56","ORAL","Orale"
"82401","56","ORAL","Orale"
"76554","55","OPHTHALMIC","Ophtalmique"
"77670","56","ORAL","Orale"
"83699","49","INTRAVENOUS","Intraveineuse"
"89437","56","ORAL","Orale"
"89448","70","TOPICAL","Topique"
"89453","70","TOPICAL","Topique"
"89454","56","ORAL","Orale"
"89459","49","INTRAVENOUS","Intraveineuse"
"89460","49","INTRAVENOUS","Intraveineuse"
"89468","56","ORAL","Orale"
"89478","49","INTRAVENOUS","Intraveineuse"
"89479","49","INTRAVENOUS","Intraveineuse"
"89480","70","TOPICAL","Topique"
"89486","56","ORAL","Orale"
"89510","56","ORAL","Orale"
"89511","56","ORAL","Orale"
"89512","56","ORAL","Orale"
"89513","56","ORAL","Orale"
"89514","56","ORAL","Orale"
"89515","56","ORAL","Orale"
"89516","56","ORAL","Orale"
"89517","56","ORAL","Orale"
"89535","62","RECTAL","Rectale"
"89536","62","RECTAL","Rectale"
"89547","56","ORAL","Orale"
"89548","56","ORAL","Orale"
"89549","56","ORAL","Orale"
"72590","56","ORAL","Orale"
"72612","30","DISINFECTANT (Medical Instruments)","Désinfectant (Instruments médicaux)"
"72612","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"98735","22","INTRAMUSCULAR","Intramusculaire"
"98735","49","INTRAVENOUS","Intraveineuse"
"98736","22","INTRAMUSCULAR","Intramusculaire"
"98736","49","INTRAVENOUS","Intraveineuse"
"98748","56","ORAL","Orale"
"98750","56","ORAL","Orale"
"98757","22","INTRAMUSCULAR","Intramusculaire"
"98757","49","INTRAVENOUS","Intraveineuse"
"98757","65","SUBCUTANEOUS","Sous-cutanée"
"98758","22","INTRAMUSCULAR","Intramusculaire"
"98758","49","INTRAVENOUS","Intraveineuse"
"98758","65","SUBCUTANEOUS","Sous-cutanée"
"98760","56","ORAL","Orale"
"98763","104","TOPICAL (HOUSEHOLD)","Topique (Maison)"
"103729","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"103733","70","TOPICAL","Topique"
"101793","49","INTRAVENOUS","Intraveineuse"
"101794","49","INTRAVENOUS","Intraveineuse"
"101795","49","INTRAVENOUS","Intraveineuse"
"101796","49","INTRAVENOUS","Intraveineuse"
"101798","49","INTRAVENOUS","Intraveineuse"
"101799","49","INTRAVENOUS","Intraveineuse"
"101800","49","INTRAVENOUS","Intraveineuse"
"101801","49","INTRAVENOUS","Intraveineuse"
"101802","49","INTRAVENOUS","Intraveineuse"
"102224","55","OPHTHALMIC","Ophtalmique"
"103298","56","ORAL","Orale"
"103299","56","ORAL","Orale"
"103300","56","ORAL","Orale"
"103480","56","ORAL","Orale"
"103481","56","ORAL","Orale"
"103482","56","ORAL","Orale"
"103483","56","ORAL","Orale"
"102169","56","ORAL","Orale"
"102349","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"102349","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"102349","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"102349","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"102455","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"103349","49","INTRAVENOUS","Intraveineuse"
"101595","56","ORAL","Orale"
"101596","56","ORAL","Orale"
"101852","49","INTRAVENOUS","Intraveineuse"
"101852","22","INTRAMUSCULAR","Intramusculaire"
"101853","22","INTRAMUSCULAR","Intramusculaire"
"101853","49","INTRAVENOUS","Intraveineuse"
"102702","70","TOPICAL","Topique"
"103583","56","ORAL","Orale"
"103584","56","ORAL","Orale"
"103648","56","ORAL","Orale"
"103650","65","SUBCUTANEOUS","Sous-cutanée"
"102043","56","ORAL","Orale"
"102045","56","ORAL","Orale"
"102046","56","ORAL","Orale"
"102657","70","TOPICAL","Topique"
"101751","49","INTRAVENOUS","Intraveineuse"
"102446","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"102446","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"102446","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"102446","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"102446","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"103003","70","TOPICAL","Topique"
"103679","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"102217","70","TOPICAL","Topique"
"102888","56","ORAL","Orale"
"102893","22","INTRAMUSCULAR","Intramusculaire"
"102896","49","INTRAVENOUS","Intraveineuse"
"101602","49","INTRAVENOUS","Intraveineuse"
"101603","49","INTRAVENOUS","Intraveineuse"
"101604","55","OPHTHALMIC","Ophtalmique"
"102031","49","INTRAVENOUS","Intraveineuse"
"102032","49","INTRAVENOUS","Intraveineuse"
"102421","40","INTRASPINAL","Intrarachidienne"
"103479","49","INTRAVENOUS","Intraveineuse"
"103475","56","ORAL","Orale"
"102730","70","TOPICAL","Topique"
"102754","49","INTRAVENOUS","Intraveineuse"
"103488","56","ORAL","Orale"
"103489","49","INTRAVENOUS","Intraveineuse"
"103489","22","INTRAMUSCULAR","Intramusculaire"
"103489","65","SUBCUTANEOUS","Sous-cutanée"
"103490","22","INTRAMUSCULAR","Intramusculaire"
"103490","49","INTRAVENOUS","Intraveineuse"
"103490","65","SUBCUTANEOUS","Sous-cutanée"
"103491","22","INTRAMUSCULAR","Intramusculaire"
"103491","49","INTRAVENOUS","Intraveineuse"
"103491","65","SUBCUTANEOUS","Sous-cutanée"
"101780","56","ORAL","Orale"
"101781","56","ORAL","Orale"
"101782","56","ORAL","Orale"
"101783","56","ORAL","Orale"
"101784","56","ORAL","Orale"
"102887","70","TOPICAL","Topique"
"103722","56","ORAL","Orale"
"103412","56","ORAL","Orale"
"103413","56","ORAL","Orale"
"103414","56","ORAL","Orale"
"83740","22","INTRAMUSCULAR","Intramusculaire"
"83740","49","INTRAVENOUS","Intraveineuse"
"83741","22","INTRAMUSCULAR","Intramusculaire"
"83741","49","INTRAVENOUS","Intraveineuse"
"83742","22","INTRAMUSCULAR","Intramusculaire"
"83742","49","INTRAVENOUS","Intraveineuse"
"83771","104","TOPICAL (HOUSEHOLD)","Topique (Maison)"
"83776","49","INTRAVENOUS","Intraveineuse"
"83920","56","ORAL","Orale"
"83922","56","ORAL","Orale"
"83923","56","ORAL","Orale"
"76324","56","ORAL","Orale"
"76391","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"76391","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"78354","49","INTRAVENOUS","Intraveineuse"
"63057","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"82187","56","ORAL","Orale"
"101898","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"101898","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"102409","56","ORAL","Orale"
"103291","49","INTRAVENOUS","Intraveineuse"
"92115","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"92124","56","ORAL","Orale"
"92125","56","ORAL","Orale"
"92126","56","ORAL","Orale"
"92154","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"92154","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"92154","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"92154","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"92194","56","ORAL","Orale"
"92195","56","ORAL","Orale"
"92218","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"92218","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"92218","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"92218","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"92225","56","ORAL","Orale"
"92227","56","ORAL","Orale"
"92228","56","ORAL","Orale"
"92229","56","ORAL","Orale"
"92230","56","ORAL","Orale"
"92232","62","RECTAL","Rectale"
"92239","56","ORAL","Orale"
"92242","65","SUBCUTANEOUS","Sous-cutanée"
"92244","56","ORAL","Orale"
"92245","56","ORAL","Orale"
"77226","56","ORAL","Orale"
"77478","56","ORAL","Orale"
"77479","56","ORAL","Orale"
"77766","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"77766","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"77861","56","ORAL","Orale"
"78064","56","ORAL","Orale"
"78231","56","ORAL","Orale"
"76562","56","ORAL","Orale"
"76563","56","ORAL","Orale"
"79785","56","ORAL","Orale"
"91399","56","ORAL","Orale"
"91400","56","ORAL","Orale"
"91401","56","ORAL","Orale"
"91404","56","ORAL","Orale"
"91405","56","ORAL","Orale"
"91406","56","ORAL","Orale"
"91407","56","ORAL","Orale"
"91408","56","ORAL","Orale"
"91409","56","ORAL","Orale"
"92279","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"92285","56","ORAL","Orale"
"92286","56","ORAL","Orale"
"92287","56","ORAL","Orale"
"92288","56","ORAL","Orale"
"100658","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"100658","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"99042","56","ORAL","Orale"
"99040","56","ORAL","Orale"
"99041","56","ORAL","Orale"
"99305","49","INTRAVENOUS","Intraveineuse"
"99747","56","ORAL","Orale"
"99748","56","ORAL","Orale"
"99749","56","ORAL","Orale"
"99750","56","ORAL","Orale"
"100354","56","ORAL","Orale"
"100650","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"100650","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"100650","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"100650","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"100650","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"100651","66","SUBLINGUAL","Sublinguale"
"100652","66","SUBLINGUAL","Sublinguale"
"100815","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"100815","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"100815","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"100815","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"101261","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"101261","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"101261","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"101261","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"101261","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"100420","56","ORAL","Orale"
"100593","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"100593","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"100593","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"90035","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"90035","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"90035","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"90035","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"90035","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"90038","56","ORAL","Orale"
"90062","70","TOPICAL","Topique"
"90064","49","INTRAVENOUS","Intraveineuse"
"90072","56","ORAL","Orale"
"90073","56","ORAL","Orale"
"90074","56","ORAL","Orale"
"90075","56","ORAL","Orale"
"90076","56","ORAL","Orale"
"90077","56","ORAL","Orale"
"90078","56","ORAL","Orale"
"90079","56","ORAL","Orale"
"90080","56","ORAL","Orale"
"90083","56","ORAL","Orale"
"90109","56","ORAL","Orale"
"90110","56","ORAL","Orale"
"90111","56","ORAL","Orale"
"90115","56","ORAL","Orale"
"90125","70","TOPICAL","Topique"
"90126","56","ORAL","Orale"
"90127","56","ORAL","Orale"
"90128","56","ORAL","Orale"
"90129","56","ORAL","Orale"
"90130","56","ORAL","Orale"
"90131","56","ORAL","Orale"
"90132","56","ORAL","Orale"
"90133","56","ORAL","Orale"
"90162","70","TOPICAL","Topique"
"90177","49","INTRAVENOUS","Intraveineuse"
"90205","56","ORAL","Orale"
"90210","56","ORAL","Orale"
"90212","56","ORAL","Orale"
"90213","56","ORAL","Orale"
"90214","56","ORAL","Orale"
"90219","56","ORAL","Orale"
"90221","56","ORAL","Orale"
"89558","56","ORAL","Orale"
"89559","56","ORAL","Orale"
"89560","56","ORAL","Orale"
"89561","56","ORAL","Orale"
"89565","49","INTRAVENOUS","Intraveineuse"
"89566","49","INTRAVENOUS","Intraveineuse"
"89569","70","TOPICAL","Topique"
"89577","56","ORAL","Orale"
"89578","56","ORAL","Orale"
"89579","56","ORAL","Orale"
"89600","56","ORAL","Orale"
"83543","56","ORAL","Orale"
"83544","56","ORAL","Orale"
"101411","70","TOPICAL","Topique"
"99906","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"99922","56","ORAL","Orale"
"100573","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"101243","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"100117","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"100117","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"100117","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"100117","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"100118","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"100118","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"100118","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"100118","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"100503","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"100503","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"100503","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"100503","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"100503","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"61803","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"61803","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"66132","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"66132","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"70173","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"70173","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"62801","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"62801","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"70160","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"70160","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"100691","70","TOPICAL","Topique"
"100693","56","ORAL","Orale"
"100901","56","ORAL","Orale"
"100902","56","ORAL","Orale"
"101058","49","INTRAVENOUS","Intraveineuse"
"79641","70","TOPICAL","Topique"
"76111","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"76111","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"80648","70","TOPICAL","Topique"
"81101","6","HAEMODIALYSIS","Hémodialyse"
"82594","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"82596","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"82595","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
